"Time","X","Y","Z"
"14","0.6174164","3.2819672","9.798157"
"18","0.57670593","3.507019","9.644928"
"29","0.84007263","3.5118103","9.606628"
"52","0.758667","3.3968964","9.379166"
"66","0.47854614","3.7488403","8.579514"
"76","0.6030426","3.7464447","8.648941"
"100","0.71318054","3.6554565","8.967377"
"110","0.7873993","3.6387024","9.158905"
"117","0.6533203","3.641098","9.115814"
"147","0.5527649","3.696167","9.046371"
"158","0.17687988","3.4878693","9.429443"
"186","0.2774353","3.4423828","9.585068"
"188","0.3564453","3.3825226","9.563522"
"200","0.5743103","3.5429382","9.532394"
"220","0.595871","3.5166016","9.6592865"
"257","0.86161804","3.6530762","9.008072"
"260","0.84246826","3.7655945","8.890762"
"270","0.9933014","3.4088593","10.207565"
"311","0.7371216","3.3106995","10.236298"
"323","-0.06971741","2.941986","8.984131"
"350","-0.021835327","3.0497284","8.948212"
"353","0.049987793","3.1047974","8.9314575"
"367","0.47854614","3.6674347","9.106232"
"396","0.27983093","3.569275","10.073486"
"404","0.11701965","3.5501251","9.960968"
"427","0.033233643","3.5166016","9.439026"
"448","-0.2468872","3.782364","8.483734"
"456","0.11224365","3.696167","9.570709"
"481","0.38757324","3.6794128","10.159683"
"489","0.66529846","3.7009583","10.0303955"
"499","0.51686096","3.7105255","9.510849"
"522","0.42108154","3.7153168","9.132568"
"530","0.19363403","3.526184","9.103836"
"548","0.29658508","3.5453339","9.257065"
"561","-0.08888245","3.2819672","9.015259"
"581","-0.024230957","3.320282","9.036804"
"590","0.15533447","3.1263428","10.073486"
"600","0.09307861","3.0066376","9.977722"
"623","0.035629272","3.0377655","9.886749"
"631","-0.07211304","3.2676086","8.876389"
"649","-0.11999512","3.313095","8.838089"
"662","0.06674194","3.4735107","8.756683"
"680","0.1289978","3.53096","9.000885"
"691","-0.033813477","2.9348145","9.838852"
"712","-0.019439697","3.0808563","9.939423"
"734","-0.08169556","3.0856476","9.762238"
"743","0.27264404","3.3154907","9.8173065"
"768","0.3564453","3.3729553","9.71196"
"775","0.36842346","3.4782867","9.4964905"
"796","0.3755951","3.507019","9.644928"
"805","0.32531738","3.4304047","9.326492"
"814","0.41151428","3.5333557","9.27861"
"834","0.52882385","3.5596924","9.388748"
"844","0.461792","3.4136505","9.345657"
"861","0.52882385","3.5022278","9.472549"
"866","0.57192993","3.5477295","9.544373"
"879","0.5479889","3.4926605","9.510849"
"886","0.49769592","3.4878693","9.364807"
"901","0.48812866","3.4998474","9.225937"
"906","0.61502075","3.562088","9.257065"
"932","0.6868439","3.4974518","9.391144"
"939","0.74909973","3.5022278","9.3624115"
"951","0.70121765","3.5046234","9.355225"
"971","0.6461487","3.5429382","9.273834"
"978","0.50009155","3.4328003","9.422272"
"995","0.461792","3.3753357","9.333679"
"997","0.4546051","3.447174","9.333679"
"1020","0.7395172","3.6339111","9.360016"
"1030","0.6389618","3.5477295","9.525223"
"1048","0.6820526","3.5549011","9.51564"
"1060","0.6509247","3.4782867","9.264252"
"1084","0.6485443","3.4663239","9.316925"
"1088","0.79937744","3.526184","9.592255"
"1105","0.75387573","3.4615326","9.755066"
"1125","0.73472595","3.490265","9.618591"
"1129","0.9214783","3.6147614","9.561127"
"1155","0.9430237","3.6027985","9.558731"
"1163","0.7897949","3.586029","9.252274"
"1179","0.7945862","3.6530762","9.185242"
"1202","0.8855591","3.5549011","9.235519"
"1211","0.8664093","3.5788422","9.285797"
"1240","0.8089447","3.5213928","9.134964"
"1267","0.9358368","3.5477295","9.716751"
"1277","0.7467041","3.586029","9.369598"
"1301","0.72753906","3.6291351","9.281006"
"1303","0.7897949","3.5740662","9.242706"
"1318","0.66290283","3.6291351","8.768646"
"1346","0.7873993","3.6075745","9.032013"
"1360","1.0220337","3.5788422","9.96814"
"1385","0.9837189","3.5501251","10.016037"
"1397","0.7897949","3.6267395","8.993698"
"1433","0.69403076","3.6147614","9.0392"
"1435","0.7371216","3.6267395","9.082291"
"1446","0.971756","3.593216","9.431839"
