X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,X_3,Y_3,Z_3,X_4,Y_4,Z_4,X_5,Y_5,Z_5,X_6,Y_6,Z_6,X_7,Y_7,Z_7,X_8,Y_8,Z_8,X_9,Y_9,Z_9,X_10,Y_10,Z_10,X_11,Y_11,Z_11,X_12,Y_12,Z_12,X_13,Y_13,Z_13,X_14,Y_14,Z_14,X_15,Y_15,Z_15,X_16,Y_16,Z_16,X_17,Y_17,Z_17,X_18,Y_18,Z_18,X_19,Y_19,Z_19,X_20,Y_20,Z_20,X_21,Y_21,Z_21,X_22,Y_22,Z_22,X_23,Y_23,Z_23,X_24,Y_24,Z_24,X_25,Y_25,Z_25,X_26,Y_26,Z_26,X_27,Y_27,Z_27,X_28,Y_28,Z_28,X_29,Y_29,Z_29,key
-3.0624695,7.052841,4.4878235,-3.0050201000000003,6.9786224,4.617111,-3.0337372000000005,6.902008,4.7128754,-3.0313567999999997,6.787078999999999,4.9044037000000005,-3.0457153,6.748779300000001,5.0767975,-3.095993,6.681732000000001,5.220443700000001,-3.0864105,6.653,5.328186,-3.064865,6.6362457,5.455078,-3.0265656,6.641037,5.567596400000001,-2.890091,6.722442599999999,5.649001999999999,-2.7847443,6.765533400000001,5.7567444000000005,-2.7225037,6.7942657,5.924331700000001,-2.5908203,6.882842999999999,5.9985657,-2.5094147,7.0073395000000005,5.9722290000000005,-2.435196,7.002563499999999,6.0655975,-2.3705444,7.057617,6.1876984,-2.3250580000000003,7.0695953,6.240371700000001,-2.3202667000000003,7.1174774,6.2547455,-2.2963257,7.1533966,6.305023,-2.2723846,7.172546400000001,6.33136,-2.3059082,7.103119,6.3600769999999995,-2.29393,7.146209700000001,6.403183,-2.277176,7.095932,6.446274,-2.2867584,7.112686,6.518097,-2.3011169999999996,7.134231599999999,6.5851440000000006,-2.2795715,7.1486053,6.6809080000000005,-2.2819672000000004,7.2036743,6.74794,-2.2987213,7.270706,6.8461,-2.317871,7.249161,6.910751299999999,-2.3322449,7.2348022,6.965820299999999,1
-1.7193298,7.2635193,6.810196,-1.6882019,7.2443695,6.901169,-1.6403198,7.1701508,6.9203339999999995,-1.5445556999999999,7.0863495,6.999328599999999,-1.4775085,7.04805,6.987365700000001,-1.3937225,7.019317599999999,7.1262360000000005,-1.3266753999999998,7.0217133,7.2291718,-1.2285156000000002,6.997772,7.3417053,-1.1327515,6.957062,7.4279020000000004,-1.0561371000000002,6.899612400000001,7.5883026,-0.97473145,6.8589020000000005,7.703232000000001,-0.9627533000000001,6.748779300000001,7.837311,-0.9364165999999999,6.700882000000001,7.9522247,-0.9292450000000001,6.676941,8.057571000000001,-0.98908997,6.6434326,8.107849,-1.0178223,6.6314545,8.198837,-1.0776825,6.662582400000001,8.220383,-1.1854248,6.6865234,8.222778,-1.3123169,6.739197,8.296997,-1.3889313,6.7032776,8.253891000000001,-1.4607544,6.705673,8.249115,-1.5253906000000002,6.739197,8.268265,-1.5876465,6.712860000000001,8.220383,-1.6115875,6.6961059999999994,8.172500999999999,-1.6714478,6.708069,8.091095,-1.6738433999999998,6.720047,8.028839,-1.7097473,6.6865234,8.016876,-1.7312927,6.6458282,7.9282837,-1.7552338,6.672165,7.858855999999999,-1.7193298,6.672165,7.7175902999999995,0
-1.3578033,7.7543335,4.5045776,-1.3003387,7.730392500000001,4.727233999999999,-1.3194885,7.7088470000000004,5.0121459999999995,-1.2955475,7.660964999999999,5.249176,-1.3458252,7.668152,5.407196,-1.3793488,7.5987089999999995,5.608307,-1.4248352,7.546036,5.795058999999999,-1.4344177,7.550827000000001,5.9195557,-1.4559631000000002,7.519699,6.010528599999999,-1.4440002,7.4766083,6.1015167,-1.4176636,7.5053406,6.2164307,-1.3362578999999999,7.574768,6.249954,-1.2476653999999998,7.5484314,6.309799,-1.2285156000000002,7.493362400000001,6.4295197,-1.2141571000000002,7.543639999999999,6.554016000000001,-1.1614838,7.586746000000001,6.5947113,-1.0752868999999998,7.5101320000000005,6.6378174,-1.0776825,7.5101320000000005,6.644989,-1.0944366,7.524490400000001,6.5875397,-1.14711,7.4766083,6.5037384000000005,-1.2045746000000002,7.471817,6.395996,-1.1782378999999998,7.4119720000000004,6.3505096,-1.2165527,7.388031,6.33136,-1.2835846000000002,7.368866000000001,6.3529053,-1.2668304,7.3401337,6.374450700000001,-1.3266753999999998,7.344925,6.395996,-1.3793488,7.3353577,6.4774017,-1.3745575,7.354507400000001,6.537262,-1.3697815,7.385635400000001,6.6665344,-1.3649902,7.388031,6.7216034,1
-0.8286896,7.558014,4.569214,-0.8717804,7.483795,4.897232,-0.90530396,7.397598299999999,5.3090363,-1.0058594,7.2970429999999995,5.6346435999999995,-0.95318604,7.198883,5.783081,-0.9292450000000001,7.1940919999999995,5.9554596,-0.8502350000000001,7.241974000000001,6.1805115,-0.7377014000000001,7.294647,6.4007874000000005,-0.67066956,7.265915,6.628235000000001,-0.5964508000000001,7.270706,6.8796234,-0.57250977,7.258743300000001,7.2028503,-0.56292725,7.268310499999999,7.447052,-0.53419495,7.265915,7.5835266,-0.558136,7.249161,7.787033,-0.558136,7.2874603,7.9282837,-0.55574036,7.2802887,7.949828999999999,-0.60124207,7.294647,7.9234924,-0.5820770000000001,7.3066254,7.997711,-0.6179962,7.337753299999999,7.947433500000001,-0.6156005999999999,7.320983999999999,7.916321000000001,-0.6395416,7.328171,7.8253326,-0.6802368000000001,7.277893,7.7702637,-0.6970062,7.210846000000001,7.676895,-0.6850281,7.191696,7.542816,-0.6970062,7.1533966,7.494934,-0.69940186,7.100723299999999,7.4183197,-0.7377014000000001,7.062408400000001,7.2794647,-0.8023529,6.9833984,7.2028503,-0.7855835,6.957062,7.162139999999999,-0.7879791,6.976227000000001,7.035247999999999,4
-0.9986725000000001,6.918761999999999,5.330581700000001,-1.0776825,6.909179700000001,5.2156525,-1.2476653999999998,6.861297599999999,5.220443700000001,-1.3745575,6.806228599999999,5.4598694000000005,-1.4894867,6.827774000000001,5.696884,-1.5924377,6.8253937,5.9458923,-1.6427154999999998,6.7894745,6.2547455,-1.676239,6.842148,6.597107,-1.6834106,6.8086243,6.843719500000001,-1.6834106,6.7535553,7.028061,-1.6451111,6.688919,7.2291718,-1.5804596000000002,6.722442599999999,7.3273470000000005,-1.5541228999999999,6.717651400000001,7.4231110000000005,-1.4368134,6.7727203,7.600281,-1.3338623,6.708069,7.767867999999999,-1.2404938,6.7415924,7.8732147,-1.1040192,6.822997999999999,8.076721000000001,-0.96754456,6.724823,8.270660000000001,-0.7879791,6.6506042,8.440643,-0.6730651999999999,6.5835724,8.550781,-0.5605316,6.564422599999999,8.715973,-0.4527893,6.602722,8.687241,-0.38096620000000003,6.5620270000000005,8.574722,-0.3905487,6.550049,8.469375999999999,-0.42405699999999996,6.605117999999999,8.352066,-0.43603516,6.6458282,8.14856,-0.4887085,6.672165,8.0456085,-0.6156005999999999,6.712860000000001,8.012085,-0.6802368000000001,6.734405499999999,7.968994,-0.7592468000000001,6.755951,7.9546204,6
-0.558136,7.177337599999999,5.933914,-0.60124207,7.1414184999999994,5.8764496,-0.6682739000000001,7.0935364000000005,5.8644867,-0.6730651999999999,7.052841,6.0177154999999996,-0.7448883000000001,7.0432587,6.2978363,-0.7377014000000001,6.952286,6.5564117,-0.74728394,6.9163666,6.817383,-0.6874237,6.8541107000000006,7.0017242,-0.6658783,6.7296143,7.2986145,-0.6515198,6.6362457,7.490142999999999,-0.66348267,6.602722,7.6098633,-0.59884644,6.550049,7.7415313999999995,-0.49110413,6.511749299999999,7.8804016,-0.5246276999999999,6.463867,8.002502,-0.49589540000000004,6.4566803,8.081512,-0.49110413,6.4064026,8.201217999999999,-0.50068665,6.4135895,8.256287,-0.50068665,6.4734344,8.407119999999999,-0.5102539,6.5045624,8.507675,-0.5365906,6.6075134,8.488525,-0.5461731,6.648208599999999,8.455017,-0.637146,6.700882000000001,8.550781,-0.6515198,6.732010000000001,8.507675,-0.7041930999999999,6.743988000000001,8.445435,-0.7592468000000001,6.799057,8.354446000000001,-0.74967957,6.818207000000001,8.177277,-0.78318787,6.799057,8.136581,-0.7233429,6.779892,8.055176,-0.7592468000000001,6.760742,7.9833527,-0.7736206,6.7583466,7.9665985,9
-1.013031,7.407181,5.1055145,-0.9699402,7.332961999999999,5.182144,-0.9579773000000001,7.265915,5.320999,-0.92445374,7.2060699999999995,5.450287,-0.82629395,7.155792,5.569992,-0.7377014000000001,7.143814,5.6777344,-0.61320496,7.136627000000001,5.807022,-0.5365906,7.1797333,5.878845,-0.5078583,7.241974000000001,5.912369,-0.4312439,7.258743300000001,6.0057373,-0.38815308,7.2898559999999994,6.046447799999999,-0.3187256,7.3305664,6.067993,-0.35223390000000004,7.352111999999999,6.1015167,-0.34744263,7.4119720000000004,6.1206665000000005,-0.36181640000000004,7.409576400000001,6.0895386,-0.4025116,7.402389500000001,6.1757355,-0.41448975,7.4143677,6.233185,-0.34983826,7.433517500000001,6.226013,-0.36660767,7.512527499999999,6.221222,-0.36421204,7.5484314,6.1853027,-0.36421204,7.567596400000001,6.2116394,-0.41448975,7.653778,6.2308044,-0.43603516,7.653778,6.204468,-0.41209412,7.6106872999999995,6.2427673,-0.41209412,7.569977000000001,6.2475586,-0.44561768,7.514923,6.209244,-0.5174407999999999,7.481399499999999,6.209244,-0.4887085,7.440689,6.1996765,-0.47195435,7.364074700000001,6.2236176,-0.50068665,7.277893,6.2547455,4
-0.62039185,6.892425500000001,5.598724400000001,-0.6946106,6.8517303,5.6681669999999995,-0.77601624,6.8134155,5.783081,-0.76164246,6.734405499999999,5.9267273000000005,-0.7640380999999999,6.722442599999999,6.144607499999999,-0.80952454,6.7032776,6.3840330000000005,-0.8167114000000001,6.705673,6.5683746,-0.82629395,6.6075134,6.712036,-0.84783936,6.595550500000001,6.9203339999999995,-0.8502350000000001,6.578780999999999,7.0496063,-0.88375854,6.6147003,7.214813,-0.88375854,6.621886999999999,7.3129729999999995,-0.9364165999999999,6.564422599999999,7.482971000000001,-0.98191833,6.5404816,7.731964,-0.8909302,6.595550500000001,7.849273700000001,-0.8334655999999999,6.63385,8.009689,-0.8334655999999999,6.593155,8.186859,-0.79756165,6.5883636,8.330505,-0.716156,6.542877,8.409514999999999,-0.64912415,6.4782257,8.469375999999999,-0.62757874,6.3896484000000004,8.5603485,-0.60362244,6.392029,8.5603485,-0.5940552,6.4064026,8.507675,-0.5749054,6.4327393,8.426285,-0.5940552,6.4231567,8.359238000000001,-0.6299591,6.4542847000000005,8.294601,-0.6443329000000001,6.49498,8.179672,-0.7233429,6.518936,8.129395,-0.7065735,6.545273,7.992935000000001,-0.7448883000000001,6.593155,7.949828999999999,6
-1.4822998,7.3664703,4.1095276,-1.4679413000000001,7.265915,4.360931400000001,-1.3506165,7.186905,4.4997864000000005,-1.3314667,7.139023,4.7128754,-1.2692108,7.1797333,4.9906006,-1.1758423,7.198883,5.2156525,-1.0752868999999998,7.222824,5.3904266,-0.9436035,7.218033,5.62027,-0.94599915,7.2443695,5.7974396,-0.9196625,7.2515564,5.9027863,-0.9148712,7.352111999999999,5.909973,-0.91007996,7.380844000000001,6.0033417,-0.9483948,7.352111999999999,6.0033417,-0.95318604,7.4191437,6.027282700000001,-0.9507904,7.435913,6.0655975,-1.0609283,7.481399499999999,6.1733400000000005,-1.1183777,7.4622497999999995,6.25235,-1.0944366,7.471817,6.3193817,-1.14711,7.543639999999999,6.3720550000000005,-1.1351471000000002,7.5723724,6.434311,-1.1686553999999998,7.608291599999999,6.434311,-1.2045746000000002,7.7184296,6.357696499999999,-1.1854248,7.751938000000001,6.307419,-1.1902161,7.749542,6.237976000000001,-1.1854248,7.763916,6.1086884,-1.1351471000000002,7.6753235,6.0536194000000005,-1.1375427,7.6106872999999995,5.979400599999999,-1.1040192,7.5316772,5.8285675,-1.0776825,7.4885864,5.73999,-0.97473145,7.3952026,5.7495575,1
-0.55574036,6.770324700000001,6.4007874000000005,-0.58447266,6.760742,6.628235000000001,-0.6395416,6.6865234,6.7647095,-0.66348267,6.6577910000000005,6.8963776,-0.6970062,6.5620270000000005,7.068771400000001,-0.69221497,6.5476529999999995,7.1645354999999995,-0.6874237,6.483017,7.214813,-0.72094727,6.490204,7.301010000000001,-0.7137604000000001,6.483017,7.360855,-0.74009705,6.466263,7.475784299999999,-0.71855164,6.4590760000000005,7.5835266,-0.6539154,6.442322,7.7199860000000005,-0.6395416,6.49498,7.846878,-0.5892639000000001,6.471039,8.036026,-0.6108093000000001,6.4925995,8.241928,-0.59884644,6.514145,8.373611,-0.5773010000000001,6.5213165,8.38797,-0.60362244,6.545273,8.524445,-0.558136,6.49498,8.553177,-0.4887085,6.514145,8.581909,-0.48631287,6.5356903,8.6345825,-0.45518494,6.4925995,8.677673,-0.4025116,6.3585205,8.706406,-0.28759766,6.2843018,8.761475,-0.261261,6.234024,8.785416,-0.20858765,6.1813507,8.711197,-0.22534179999999995,6.166976999999999,8.706406,-0.26365662,6.229233,8.680069,-0.31393433,6.329788,8.579514,-0.35462952,6.39682,8.490921,9
