X_0,Y_0,Z_0,X_1,Y_1,Z_1,X_2,Y_2,Z_2,key
-0.6850281,7.2515564,7.2746735000000005,-2.3705444,7.057617,6.1876984,-2.2987213,7.270706,6.8461,1
-1.4799042,6.2052917,8.028839,-1.0776825,6.662582400000001,8.220383,-1.7552338,6.672165,7.858855999999999,0
-1.6642609,7.198883,5.9650419999999995,-1.1614838,7.586746000000001,6.5947113,-1.3745575,7.354507400000001,6.537262,1
-0.7353058000000001,7.064804,7.777450599999999,-0.558136,7.2874603,7.9282837,-0.69940186,7.100723299999999,7.4183197,4
-0.13197327,7.186905,7.600281,-0.96754456,6.724823,8.270660000000001,-1.1088103999999999,6.866089,7.8732147,6
-0.12239075,6.985794,7.6170350000000004,-0.637146,6.700882000000001,8.550781,-0.48631287,6.7966614000000005,7.612259,9
-0.67066956,6.8134155,8.486130000000001,-0.3187256,7.3305664,6.067993,-0.43603516,7.653778,6.204468,4
-0.06732178,6.822997999999999,8.136581,-0.64912415,6.4782257,8.469375999999999,-0.8286896,6.6075134,7.8660429999999995,6
-0.23013306,7.189300500000001,7.8732147,-0.9483948,7.352111999999999,6.0033417,-1.1854248,7.763916,6.1086884,1
-0.38096620000000003,6.585967999999999,8.134186,-0.5892639000000001,6.471039,8.036026,-0.20858765,6.1813507,8.711197,9
0.011672974,6.875671400000001,7.882797200000001,-1.4104767,6.3393707,7.9067383,-0.52223206,6.2627562999999995,9.252274,3
-0.026626587,6.767929,7.700836,-0.026626587,6.679336500000001,8.270660000000001,-0.27322388,6.708069,8.270660000000001,0
0.21040344,6.818207000000001,9.017653999999999,-0.76882935,6.5404816,7.174117999999999,-0.7448883000000001,6.566818,7.767867999999999,7
-0.7640380999999999,6.7535553,6.7455444,-0.76882935,7.0983276,7.265091,-0.87657166,6.775116000000001,6.877228,4
-0.18225098,6.8565062999999995,7.705627400000001,-0.18943787,6.1262817,8.158127,-0.8215027,6.8972169999999995,7.9426575,9
-0.2899933,6.9163666,7.233963,-0.6156005999999999,6.4016113,7.4326935,-1.0058594,6.63385,8.646545,9
-0.74009705,6.803833,7.356078999999999,-0.62757874,6.861297599999999,7.772659299999999,-0.57250977,7.1653595,7.569153,0
-2.052124,7.103119,5.795058999999999,-1.4320221000000002,7.593933,6.2188263,-1.46315,7.2970429999999995,6.838928,1
-1.6882019,5.791092,7.1453857,-0.46237183,6.293869,8.78302,-0.6754608,6.190918,9.113419,0
-1.30513,6.7511597000000005,7.332122999999999,-0.92445374,7.0600130000000005,6.910751299999999,-0.7879791,7.105514500000001,7.4015656000000005,4
-1.1375427,6.480621299999999,7.593094000000001,-0.9699402,6.550049,8.225174,-1.0417633,6.269928,7.679291,3
-0.78318787,6.538086,7.985748299999999,-0.7736206,6.384857,8.42868,-1.0058594,6.6242676,8.440643,5
-0.8334655999999999,6.4375305,8.402344,-0.8023529,6.5476529999999995,7.9354705999999995,-0.67785645,6.660187,8.244324,5
-0.7927704000000001,6.573989999999999,8.548386,-0.84065247,6.499771,8.651337,-0.8502350000000001,6.597931,8.0264435,8
-0.84065247,6.8086243,7.4853516,-1.250061,6.6386414,8.122223,-1.0537415,6.8206024,7.696045,8
-1.0609283,6.6242676,7.6218259999999995,-1.14711,6.5620270000000005,8.189255000000001,-1.2237243999999998,6.6913146999999995,8.162918,2
-0.9699402,6.653,7.550003,-1.1949921000000001,6.578780999999999,8.677673,-1.0441589,6.5811768,7.9785614,3
-0.7065735,7.227615400000001,6.467819,-0.91007996,7.095932,7.2315674,-1.0369873,6.8589020000000005,7.257903999999999,4
-0.91007996,7.064804,7.301010000000001,-1.6522827000000002,6.4303436,9.111023,-1.5852509,6.63385,8.177277,2
-0.89811707,6.902008,7.672103999999999,-0.74967957,6.6194916,8.847656,-1.1016235,6.705673,8.625,8
-0.8358612,6.8732758,8.620209,-1.4822998,6.602722,8.735138000000001,-1.1351471000000002,7.0863495,7.5547943,2
-1.3027343999999998,6.717651400000001,7.140594500000001,-0.8789673000000001,6.530899,7.889983999999999,-0.80714417,6.5620270000000005,8.699219,2
-1.0537415,6.5763855,7.6218259999999995,-1.0896454,6.483017,9.690414,-1.5469513000000001,6.595550500000001,7.980957000000001,3
-0.8621979,6.7511597000000005,7.1022797,-0.8310851999999999,6.5572357000000006,8.364028999999999,-1.0489502,6.7511597000000005,8.289810000000001,5
-1.2069702,6.748779300000001,7.3776245,-0.92445374,6.7631380000000005,7.9665985,-1.0058594,6.5811768,7.6338043,5
-0.6850281,6.930725,8.117432,-0.86698914,6.734405499999999,8.850052,-1.14711,6.748779300000001,8.455017,6
-0.83825684,6.815811,7.9258880000000005,-1.0657043,6.6961059999999994,8.337692,-1.111206,6.681732000000001,7.0543976,6
-1.0728912,6.799057,7.406357000000001,-1.171051,6.8086243,7.2243958,-0.9364165999999999,6.913971000000001,7.322555499999999,7
-0.91007996,6.779892,7.2435455,-0.9029083000000001,6.6697693,8.146164,-1.0585327,6.5524445,8.304169,8
-1.0513458,6.8301697,7.114258,-0.9771271,6.959457400000001,8.275452,-1.3242798,6.468643,7.810974000000001,7
-1.063324,6.6147003,7.662536599999999,-0.6802368000000001,6.961853,8.0503845,-0.7664337,6.866089,7.356078999999999,7
0.035629272000000003,7.0001679999999995,7.47818,0.13378906,6.799057,8.206009,-0.9005127,6.3896484000000004,7.415924,9
-0.42405699999999996,6.9953766,7.664917,-0.17985535,7.079178,9.233124,-0.6251831,6.597931,7.523666400000001,3
-0.48391724,7.2922516,7.040039,0.1577301,7.62265,7.7487183,-0.5964508000000001,7.2371826,7.810974000000001,2
-0.09844971,7.191696,7.2052307,-0.3905487,6.949889999999999,7.662536599999999,-0.1966095,7.0001679999999995,7.863647500000001,8
-0.32589722,7.0600130000000005,6.992157000000001,-0.46237183,7.071991000000001,7.640975999999999,-0.115219116,7.232406599999999,7.6290130000000005,2
-0.1918335,7.1653595,7.0304565000000006,0.059570312,7.222824,7.480575599999999,-0.091278076,7.186905,7.949828999999999,2
-1.0034637,7.495758,6.6689300000000005,-0.32589722,8.168533,5.617874,-0.9148712,7.8333435,6.771881,1
-0.9795226999999999,7.416747999999999,6.0536194000000005,-0.34983826,7.926711999999999,6.558807400000001,-0.35223390000000004,7.62265,7.301010000000001,1
-0.45039368,6.7415924,7.035247999999999,-0.3043518,6.839752000000001,8.830902,-0.29716492,6.7942657,8.78302,0
-1.3984985,7.519699,6.475006,-2.198166,7.352111999999999,6.1613617,-1.22612,8.053619,6.850891000000001,1
-0.6299591,6.818207000000001,7.430298,-0.38815308,6.9331207,7.736755400000001,-0.38336182,6.913971000000001,8.246719,8
-0.32589722,7.210846000000001,7.3943787,-1.0992278999999998,6.9474945,6.975387599999999,-1.0441589,7.062408400000001,7.2986145,7
-0.5485687,6.894821,7.2914276,-0.37617493,6.957062,7.6362,-0.38096620000000003,7.0049589999999995,8.129395,5
-0.30195618,7.016922,7.550003,-1.2141571000000002,6.573989999999999,7.822937,-0.7448883000000001,6.724823,8.926666,3
0.054779053,7.031296,7.5835266,0.009292603,6.8589020000000005,7.6864777,-0.2540741,6.866089,8.062363000000001,0
-0.771225,7.0217133,7.3464966,-0.5078583,6.676941,7.7583009999999994,-0.45997619999999995,7.0863495,7.9282837,5
-1.3625946000000002,7.184524499999999,6.5947113,-1.4535675,7.469421400000001,5.625061,-1.0992278999999998,7.991363499999999,6.613876299999999,1
-0.23492432,6.89003,8.016876,-0.21817017,6.8517303,7.222,-0.45039368,6.875671400000001,8.076721000000001,8
-0.71855164,7.3066254,6.4630279999999996,-0.80474854,6.734405499999999,8.007294,-0.9316405999999999,7.12706,8.15094,2
-0.54377747,6.89003,6.889206,-0.30195618,6.787078999999999,8.450225999999999,-0.4480133,6.9786224,8.110244999999999,9
-0.4527893,7.136627000000001,7.3249509999999995,-0.46955872,7.071991000000001,7.068771400000001,-0.40730286,7.0384674,6.937088,5
0.22955322,7.146209700000001,7.8397064,-0.32589722,6.8780518,7.190872,-0.14155579,6.6553955,8.402344,9
-0.64193726,6.921158,7.509308,-0.7353058000000001,7.2084656,6.2978363,-1.0896454,7.294647,7.0855255,7
-0.0074768066,6.9331207,7.9546204,-1.032196,6.463867,8.05278,-0.7257385000000001,6.5620270000000005,8.735138000000001,6
-0.08169556,6.9283447,7.1836853000000005,-0.35223390000000004,6.708069,8.924271000000001,-0.5940552,6.770324700000001,8.569931,9
-0.036209106,7.002563499999999,7.509308,-0.5940552,6.724823,8.493317,-0.9771271,6.674545299999999,8.239532,6
-0.47673035,6.949889999999999,6.7575226,-0.38575745,6.782287599999999,7.746322599999999,-0.62039185,6.5811768,7.863647500000001,0
-0.2899933,7.1533966,7.822937,-0.7927704000000001,6.514145,8.818924,-0.63235474,6.5763855,9.395935,3
-0.3690033,6.9546660000000005,7.6553497,-0.49349976,6.8301697,7.9067383,-0.67066956,6.775116000000001,8.162918,6
-0.10803223,7.103119,7.253128,-0.37617493,6.7152557,7.688873299999999,-0.13916016,7.031296,8.270660000000001,0
-0.3330841,6.7727203,6.565979,-0.7041930999999999,6.6506042,8.443039,-0.3043518,6.5213165,9.6592865,6
-0.46237183,6.952286,7.6266174,-0.38815308,6.705673,9.122986000000001,-0.62039185,6.641037,8.737534,3
-0.16789246,6.734405499999999,7.988144,-0.7640380999999999,6.8517303,6.925110000000001,-0.5605316,7.230011,6.9945526,7
0.5336151,7.0743865999999995,7.878006,-1.2955475,7.1653595,6.767105,-1.3123169,7.119872999999999,7.1286163,4
-0.67066956,7.0600130000000005,7.1765137,-0.6562958000000001,7.337753299999999,6.8461,-0.5796814,7.309021,7.6218259999999995,5
-1.0250092,6.8708800000000005,7.39917,-0.6084137,7.3233795,6.633025999999999,-0.7065735,7.3353577,7.257903999999999,4
-0.38096620000000003,6.9355164,7.447052,-0.14155579,7.191696,7.195663499999999,-0.6156005999999999,7.0432587,8.007294,7
0.23194885,7.5364685,7.502121000000001,-0.9507904,7.115082000000001,6.434311,-0.45518494,7.342529300000001,7.157348599999999,4
-0.036209106,7.0863495,8.064758,-1.0728912,6.949889999999999,6.6809080000000005,-0.45039368,6.6913146999999995,8.725555,4
-0.9148712,6.887634299999999,7.8181458,-0.4480133,7.12706,7.731964,-0.28520203,7.033676,8.280228,8
-0.74009705,7.112686,7.222,-1.5038452,7.174942,5.881241,-1.0728912,6.9929809999999994,7.353683500000001,4
-0.71136475,7.040863000000001,7.052002000000001,-0.18704224,7.2802887,7.190872,-0.38336182,7.055236999999999,8.083908000000001,4
-0.6108093000000001,6.760742,7.047225999999999,-0.27801514,6.863693,8.019272,-0.38096620000000003,6.7296143,8.098282000000001,5
-0.23492432,6.8541107000000006,7.676895,-0.3115387,6.894821,7.5356293,-0.14393616,6.791869999999999,8.000107,5
-0.57250977,6.981003,7.6218259999999995,-0.9029083000000001,6.7463837,8.122223,-0.77841187,6.945099000000001,7.0065155,2
-0.8526306,6.7942657,6.537262,-0.5653229000000001,7.155792,6.975387599999999,-0.0026855469,7.1677550000000005,7.4231110000000005,4
-0.37617493,6.9546660000000005,7.4518433,-0.30195618,6.7631380000000005,7.6218259999999995,-0.39294434,6.815811,7.863647500000001,0
-0.79756165,7.332961999999999,7.107071,-0.85980225,7.567596400000001,6.5348663,-0.5533446999999999,7.608291599999999,7.2866364,1
-0.7353058000000001,6.866089,7.028061,-0.38575745,6.767929,8.306564,-0.33068848,6.688919,8.78302,2
-0.53419495,6.530899,7.885192999999999,0.026046753,6.767929,7.542816,-0.026626587,6.7942657,8.316147,0
-0.13676453,6.755951,7.995331,-0.08648682,6.724823,7.727173,-0.12478638,6.734405499999999,8.692032000000001,8
-0.5078583,6.6242676,6.6378174,0.5336151,6.887634299999999,8.948212,0.0068969727,6.6961059999999994,8.42868,0
0.018859863,6.617096000000001,7.861252,0.10745239,6.2651367,8.6345825,-0.30674744,6.506958,8.660919,9
-0.45758057,6.4590760000000005,8.129395,-0.13676453,6.545273,8.352066,-0.39294434,6.550049,7.672103999999999,8
-0.06254578,6.566818,8.426285,-0.38815308,6.617096000000001,8.036026,-0.36421204,6.5620270000000005,7.281845,5
0.038009644,6.47583,8.143768,-0.22055054,6.4518889999999995,8.70401,-0.36421204,6.490204,8.031235,6
-0.33787537,6.9474945,7.0855255,-0.6874237,7.052841,6.654571499999999,-0.6682739000000001,7.139023,6.597107,4
-0.21337889999999998,6.4327393,7.743927,0.15293884,6.597931,8.131789999999999,-0.12957764,6.5524445,8.136581,5
0.19602966,6.648208599999999,7.863647500000001,-0.29238892,6.1454315,8.34967,-0.40730286,6.308243,8.651337,6
0.44264220000000004,6.782287599999999,8.270660000000001,-0.07929993,6.573989999999999,8.352066,0.061965942,6.542877,9.005676,8
0.47854614,6.8972169999999995,7.9522247,-0.08409119,6.1262817,8.897934,-0.6515198,6.511749299999999,7.8564606,6
0.059570312,6.6697693,7.660141,0.049987792999999996,6.590759299999999,8.814148,0.540802,6.332184,8.936249,6
0.37319946,6.949889999999999,7.272278,0.5216522,6.906784,8.840469,0.0068969727,6.578780999999999,7.985748299999999,0
0.018859863,6.626663000000001,7.1765137,-0.014663696,6.372879,7.9546204,0.023651123,6.566818,8.153336,8
-0.0098724365,6.7727203,7.6984406000000005,-0.48391724,6.7583466,7.916321000000001,-0.45518494,6.5763855,8.929062,7
0.059570312,6.712860000000001,8.577117999999999,-0.24450684,6.849334700000001,7.296219000000001,-0.40730286,6.9283447,7.7175902999999995,2
-0.019439697,6.617096000000001,7.798996000000001,-0.45997619999999995,6.5021667,8.938644,-0.043380737,6.629059,7.9258880000000005,3
-0.3905487,7.174942,7.200454700000001,-1.1040192,7.083953999999999,6.7263947,-1.0800781000000002,7.352111999999999,6.9777830000000005,1
-0.27801514,6.3585205,8.265869,-0.22055054,6.743988000000001,6.987365700000001,-0.41209412,6.6314545,7.772659299999999,7
0.009292603,6.7152557,7.667312599999999,-0.055358887,6.463867,7.8181458,-0.23971558,6.578780999999999,8.311356,9
-0.5677185,6.626663000000001,7.2052307,-0.51504517,6.6386414,7.5715485000000005,-0.4384308,6.7296143,7.597885000000001,7
-0.68981934,7.131850999999999,7.0065155,-1.4224396000000001,7.1102905,6.091933999999999,-1.3721618999999998,7.1701508,7.356078999999999,1
-0.10084534,6.660187,7.494934,0.059570312,6.463867,8.0264435,-0.0769043,6.621886999999999,9.091873,9
-1.0106506,6.846939,7.073562599999999,-0.89572144,7.4263306,6.5851440000000006,-0.7448883000000001,7.483795,7.24115,1
-0.18225098,6.653,7.9067383,-0.42405699999999996,6.3202057,9.182846000000001,-0.09605408,6.3154144,8.677673,3
-0.2540741,6.621886999999999,8.057571000000001,-0.49829102,6.550049,7.640975999999999,-0.62039185,6.842148,8.452621,7
-0.3187256,6.653,7.497329700000001,-0.35223390000000004,6.392029,7.6314087,-0.7879791,6.664978,8.031235,9
-1.0010681000000001,6.846939,7.370437599999999,-1.2548523,6.641037,8.004897999999999,-0.9483948,6.81102,7.272278,2
-0.61320496,6.6194916,7.6553497,-0.5964508000000001,6.4854126,8.912308,-0.38336182,6.514145,8.478958,3
-0.3737793,6.722442599999999,8.057571000000001,-0.27082825,6.861297599999999,8.660919,-0.7305298000000001,6.518936,7.767867999999999,3
0.51686096,6.2244415,8.732742,0.4139099,6.0783997,8.2634735,-0.24688720000000003,5.795883,7.708023,5
-0.64912415,6.3704834,8.299392999999998,-0.2899933,6.7104645000000005,7.073562599999999,-0.2540741,6.930725,7.5332490000000005,1
-0.0026855469,6.166976999999999,7.882797200000001,0.08111572,6.183746299999999,8.167709,-0.055358887,6.1262817,8.237136999999999,8
0.1289978,6.068817,8.134186,0.23674011,6.123886,7.6338043,0.51446533,6.095154,8.399948,2
-0.06971741,6.775116000000001,7.7583009999999994,-0.12957764,6.708069,6.6665344,-0.0769043,6.676941,7.5045166,1
0.5216522,6.3489379999999995,8.194046,-0.17506409,6.0736084,7.2602997,-0.038604736,6.087967,7.4207152999999995,4
0.758667,6.3345795,8.0456085,0.7299346999999999,6.178955,8.208405,0.6964264,6.3537292,8.854842999999999,0
0.34446716,6.0065764999999995,8.009689,0.48094177,6.123886,9.170883,0.27503967,5.867706299999999,8.80217,5
0.28462220000000005,5.917984,8.138977,0.26785278,5.815033000000001,8.531630999999999,0.1912384,5.7623596,9.247498,6
0.540802,6.2005004999999995,8.107849,0.48573303,6.116699,7.5595856,0.62698364,6.2603607000000006,8.155731,0
-0.24928284,6.0568542,6.913147,0.94781494,6.5548399999999996,8.64415,0.6820526,6.3489379999999995,8.344878999999999,2
0.38996887,5.8916473,8.414307,0.82810974,6.2723236,8.016876,0.8927459999999999,6.404007,8.330505,0
0.23434448,6.0185394,7.97377,0.43785095,6.1358643,8.239532,0.45939636,6.301056,8.620209,5
0.5551605,6.293869,8.2108,0.49291992,6.2388,8.34967,0.47615050000000003,6.269928,8.079117,0
0.11701965,6.0305176,8.103058,0.73472595,6.0424805,8.864426,0.5599518,6.1765594,8.979339999999999,6
0.35165405,6.420761,7.9067383,0.30856323,6.4542847000000005,7.5763397,0.11701965,6.597931,7.7247770000000004,1
-0.10084534,6.169372599999999,8.3185425,0.049987792999999996,6.420761,6.90596,0.20800781,6.404007,7.7295685,1
0.028442382999999998,6.0233307,7.6912537,0.6676941,6.222046,8.651337,0.50009155,6.341751,8.603455,2
0.5048828,6.212478599999999,8.364028999999999,0.5216522,6.05925,8.567535000000001,0.35165405,6.123886,8.713577,9
0.17208862,6.3393707,7.526062,0.08590698,6.2962646,8.411911,0.3923645,6.253174,8.344878999999999,2
0.1002655,6.1262817,7.6984406000000005,0.5024872,6.1550139999999995,9.257064999999999,0.15293884,6.214859,8.747100999999999,3
0.21757507,6.169372599999999,8.474167,0.540802,6.143036,8.763855,0.4258728,6.05925,8.577117999999999,3
0.3181305,6.0568542,8.419098,0.4139099,6.1933136,8.838089,0.37080383,6.2675323,8.014481,3
0.40193176,6.0807953,8.651337,0.26068115,6.2507779999999995,8.706406,0.33729553,6.099945,8.194046,5
0.32771300000000003,6.1550139999999995,7.605072,0.61502075,6.0855713,8.34967,0.48094177,6.269928,8.055176,7
0.5120697,6.346542400000001,7.9043427,-0.019439697,5.6953278,9.606628,-0.21817017,5.82222,8.514861999999999,3
0.42826843,6.4135895,7.5835266,0.057174683,6.4590760000000005,7.9785614,-0.043380737,6.490204,8.270660000000001,4
0.17687988,6.064026,8.392761,0.33729553,5.7575684,9.051163,-0.017044067,6.183746299999999,8.299392999999998,6
0.26068115,6.05925,7.834915,0.29898070000000004,6.169372599999999,8.711197,0.16252136,5.9275665,8.313751,6
-0.17985535,5.8126373,7.849273700000001,0.698822,6.605117999999999,9.012863000000001,0.29898070000000004,6.202896,8.692032000000001,7
-0.25886536,6.274719,7.509308,-0.11282349,6.404007,8.270660000000001,0.040405273,6.356125,7.9426575,4
0.016464233,6.2005004999999995,8.316147,0.54319763,6.308243,8.361633,-0.10084534,6.442322,8.668091,9
-0.024230957,6.1214905,7.985748299999999,0.08590698,6.198105,8.672882000000001,0.042800903,6.368087999999999,8.452621,9
-0.115219116,6.0472717000000005,8.186859,0.009292603,6.0903625,8.507675,0.11462402,6.281905999999999,8.512466,9
-0.35702515,6.597931,6.7335815000000006,-0.73291016,6.1526184,7.899551400000001,-0.3690033,6.351333599999999,7.7702637,4
0.057174683,6.226837000000001,8.170105,0.35165405,6.2675323,8.395157000000001,0.2774353,6.3226013,8.840469,8
0.026046753,6.143036,8.117432,0.11224365,6.097549400000001,8.399948,0.18406677,6.097549400000001,8.268265,8
-0.10803223,6.143036,7.9210970000000005,0.16012573,6.4016113,7.8923798,0.018859863,6.384857,8.541199,7
-0.10324097,5.831787,8.718369000000001,0.31095886,6.1262817,8.56514,-0.014663696,5.941925,8.744705,8
0.5216522,6.394424400000001,7.6385803,-0.21337889999999998,5.9275665,8.325728999999999,-0.43603516,5.862915,8.364028999999999,7
-0.1056366,7.265915,6.9466705,-0.44561768,6.8852386,8.277832,-0.6850281,7.143814,7.3824005,0
-0.45518494,7.4263306,6.7647095,-0.38336182,7.1533966,7.645767,-0.7041930999999999,7.2874603,6.723999000000001,5
-0.261261,7.4502716,7.157348599999999,-0.4025116,7.2563477,7.2555084,-0.64193726,6.9283447,7.810974000000001,9
0.035629272000000003,7.486191000000001,7.332122999999999,-0.5246276999999999,7.3616943,6.769485499999999,-0.53419495,7.479004,7.5284576,9
-0.56292725,7.3784485,6.8676604999999995,-0.22055054,7.507736,7.6744995,-0.38336182,7.534072999999999,7.272278,8
-0.4887085,7.4646454,6.659363000000001,-0.39294434,7.486191000000001,6.374450700000001,-0.63475037,7.4622497999999995,7.152557400000001,8
-1.1279602,7.6130830000000005,5.66098,-0.94599915,7.529281599999999,5.656189,-1.2189331,7.546036,6.5396423,4
-0.36421204,7.5532227,7.0065155,-0.07211304,7.3664703,7.9833527,-0.67066956,7.265915,7.743927,7
-1.0034637,7.311416599999999,6.692871,-0.62757874,7.019317599999999,6.9897614,-0.6395416,7.2395782,7.777450599999999,5
-0.45518494,7.2252197,6.860473599999999,-0.35462952,7.1486053,7.6098633,-1.0250092,7.155792,7.351288,9
-1.115982,7.0121307,7.561966,-0.60601807,7.739975,6.036865,-1.1806335,7.656173700000001,6.5444336,4
-0.261261,7.493362400000001,6.9466705,-0.47912598,6.9331207,7.7583009999999994,-0.9148712,7.2802887,7.700836,9
-0.64193726,7.050445599999999,6.951446499999999,-0.44561768,7.3664703,8.112639999999999,-0.47195435,7.2754974,7.289032000000001,0
-0.5677185,7.182129,7.152557400000001,-0.6084137,7.182129,7.339309700000001,-0.50068665,7.332961999999999,7.5787354,5
-0.6970062,6.985794,7.806183,-0.5940552,7.019317599999999,7.8444824,-0.5820770000000001,7.2970429999999995,6.644989,3
-0.28520203,7.261139,6.956238000000001,-0.55096436,7.232406599999999,7.1836853000000005,-0.42405699999999996,7.313797,7.152557400000001,0
-0.8526306,7.3305664,6.070389,-0.98908997,7.3616943,6.929900999999999,-0.8358612,7.3712615999999995,7.207626299999999,4
-0.24928284,7.143814,7.8684235000000005,-0.5246276999999999,7.071991000000001,7.506912,-0.35223390000000004,7.258743300000001,7.5164795,8
-0.2899933,7.2922516,7.037643400000001,-0.47912598,7.261139,6.98497,-0.42405699999999996,7.6633606,6.685699499999999,2
-0.41688538,7.368866000000001,7.174117999999999,-0.41688538,7.407181,6.4103546,-0.4527893,7.4191437,6.597107,2
-0.5677185,7.2132416,6.767105,-0.7568512,7.3066254,6.683304,-0.5773010000000001,7.316192599999999,6.877228,4
-0.42884827,7.2348022,7.0496063,-0.39294434,7.246764999999999,7.047225999999999,-0.40011597,7.268310499999999,6.793442,7
-0.029022217000000003,7.273102000000001,7.1262360000000005,-0.44561768,7.2252197,7.2746735000000005,-0.45758057,7.1701508,6.8484955,7
-0.43363953,7.222824,6.8676604999999995,-0.29478455,7.182129,7.509308,-0.340271,7.2826843,7.1765137,8
-0.74009705,7.186905,6.103897,-0.42884827,7.356903,8.198837,-0.3690033,7.347320599999999,7.882797200000001,0
-0.8933258,7.6633606,7.169327,-1.3242798,7.546036,6.020111,-1.1854248,7.9985504,5.486206,1
-0.66348267,7.373657000000001,6.858078,-0.8717804,7.191696,6.510925299999999,-0.6586914,7.392807,6.0655975,2
-0.9483948,7.416747999999999,6.561203,-1.2093658,7.565200999999999,6.5133057,-1.1519012,7.838135,6.168548599999999,1
-0.7089691,7.177337599999999,6.8317413,-0.23492432,7.569977000000001,6.972992,-0.34266663,7.452667,7.092712400000001,7
-0.55096436,7.079178,7.7606964000000005,-0.89811707,7.079178,7.722381599999999,-0.63475037,7.4215393,7.2435455,5
-0.98908997,7.1940919999999995,6.5157013,-0.6515198,7.1102905,7.7487183,-1.2213287,7.184524499999999,6.6234436,3
-1.2476653999999998,7.5604095000000004,6.575561500000001,-1.6546783,7.519699,5.7447815,-1.5110321000000002,7.8189850000000005,5.7016754,1
-0.6586914,7.151000999999999,7.353683500000001,-0.7808075,7.079178,7.949828999999999,-0.81910706,7.119872999999999,7.7535095,6
-0.7640380999999999,7.4119720000000004,6.972992,-1.0106506,7.316192599999999,6.5133057,-0.6730651999999999,7.4263306,7.0041199999999995,2
-1.4583588,7.162964,6.190094,-1.5445556999999999,7.534072999999999,6.135025,-1.5397644,7.756728999999999,5.4287415,1
-0.60601807,7.2371826,7.332122999999999,-1.087265,6.902008,7.7175902999999995,-1.0968323,7.246764999999999,7.0783385999999995,6
-0.7377014000000001,7.0073395000000005,7.5787354,-0.6946106,7.1940919999999995,7.593094000000001,-0.9579773000000001,7.10791,7.2986145,3
-0.9124755999999999,7.105514500000001,7.131011999999999,-0.62039185,7.273102000000001,7.2435455,-0.7520751999999999,7.220428500000001,7.2746735000000005,3
-0.6515198,7.2826843,7.523666400000001,-0.93403625,7.033676,7.660141,-0.89572144,7.184524499999999,7.4015656000000005,6
-0.8502350000000001,7.131850999999999,7.368042,-0.9148712,7.067199700000001,7.5284576,-0.9483948,7.210846000000001,6.98497,6
-0.057754517000000005,7.5795593,6.810196,0.028442382999999998,7.0743865999999995,7.0184937000000005,-0.7089691,6.7966614000000005,7.6098633,3
-0.127182,7.309021,7.7702637,-0.20140076,7.184524499999999,7.1334076,-0.22773743,7.227615400000001,6.968216,3
-0.0769043,7.320983999999999,6.723999000000001,-0.27322388,7.218033,6.281082,-0.18225098,7.1797333,7.095108,6
-0.5294036999999999,7.397598299999999,6.903564500000001,-0.53419495,7.2084656,6.870056,-0.42405699999999996,7.409576400000001,6.628235000000001,7
-0.5317993000000001,7.352111999999999,6.692871,-0.9364165999999999,7.407181,5.775894,-0.46955872,7.562805,6.953842,1
-0.96754456,7.160568,6.685699499999999,-0.5198364000000001,7.404785,7.308182,-0.41688538,7.435913,7.119049,2
-0.6539154,7.2563477,7.8277282999999995,-1.0752868999999998,7.1940919999999995,6.4295197,-0.7424927,7.309021,6.82695,4
-0.7736206,7.146209700000001,7.894760000000001,-1.2596436000000002,6.8804474,6.3193817,-0.9148712,7.1797333,7.348892,2
-0.15591429999999998,7.1940919999999995,7.5476074,-0.06971741,6.849334700000001,7.425506599999999,-0.6443329000000001,7.2060699999999995,7.849273700000001,9
-0.14393616,7.3353577,7.06398,-0.72813416,6.9474945,8.007294,-0.62757874,7.009735000000001,7.820541400000001,8
-0.3905487,6.875671400000001,7.849273700000001,-0.20619202,6.6961059999999994,7.820541400000001,-0.9220581,7.088744999999999,8.0503845,9
-0.34506226,6.9929809999999994,7.6433716,-0.5461731,6.7727203,7.7247770000000004,-0.5078583,6.930725,8.170105,8
-0.10084534,7.019317599999999,7.028061,-0.73291016,6.9403076,8.194046,-0.63475037,6.9474945,7.391983,6
-0.115219116,6.961853,7.8804016,-0.24450684,6.626663000000001,7.0041199999999995,-0.36421204,6.461471599999999,8.3185425,9
-0.67785645,7.2515564,7.396774300000001,-0.5653229000000001,7.555618300000001,6.554016000000001,-0.98431396,7.407181,6.8006134000000005,1
-0.42884827,6.9786224,7.370437599999999,-0.54377747,6.8517303,6.4295197,-0.6970062,6.945099000000001,7.6314087,8
-0.86698914,7.2970429999999995,7.511688,-1.0369873,7.311416599999999,6.451065,-0.68263245,7.641814999999999,6.192489599999999,1
-0.40730286,6.8206024,7.700836,-0.36660767,6.6553955,7.782242,-0.716156,6.9115753,7.602676400000001,9
-0.35702515,6.913971000000001,7.1884766,-0.29716492,6.9905853,7.4207152999999995,-0.47434998,6.9427032,7.789428699999999,7
-0.7377014000000001,6.937912,7.463806,-0.6108093000000001,7.105514500000001,7.2794647,-0.82629395,7.0217133,7.351288,4
-0.35223390000000004,6.902008,8.016876,-0.8909302,6.7511597000000005,7.9546204,-0.71855164,6.834961,7.5835266,3
